A,B,C,D,E,F,G
商品编号,商品名称,二级分类,三级分类,首次入库时间,销量7天band,点击7天band
10921316,建筑材料与检测试验指导/北大版·高职高专土建系列规划教材·21世纪全国高职高专土建立体化系列规划教材,大中专教材教辅,高职高专教材,2012/2/15,F,F
10924740,出口业务操作/21世纪任务驱动型高职高专国际商务专业规划教材,大中专教材教辅,高职高专教材,2012/2/22,F,F
10991902,“是”字结构的句法语义研究：汉语语义性特点的一个视角,社会科学,语言文字,2012/5/16,F,F
10993159,声音中不能承受之轻,文学,散文/随笔/书信,2012/5/25,F,F
10993162,和刘雪枫一起听音乐：晚安！玫瑰骑士！,文学,散文/随笔/书信,2012/5/25,F,E
11007434,21世纪全国高职高专土建立体化系列规划教材·高职高专土建系列规划教材：建筑装饰工程预算（北大版）,大中专教材教辅,高职高专教材,2012/6/6,F,F
11015937,中国孩子最喜爱的情感读本：为他人开一朵花（第2版）,童书,励志/成长,2012/6/20,F,F
11020445,寻找一种好制度：卢现祥制度分析文选,经济,行业经济,2012/6/25,F,F
11020459,国家哲学社会科学成果文库：知识经济与法律制度创新,法律,理论法学,2012/6/25,E,F
11020469,21世纪法学规划教材：经济法学（第5版）,大中专教材教辅,大学教材,2012/6/25,F,E
11042778,科学新课程的教学实践案例探索,社会科学,教育,2012/7/16,F,F
11046498,21世纪全国高职高专通识课规划教材·经济学：原理与应用,大中专教材教辅,高职高专教材,2012/7/20,F,F
11046505,普通高等教育“十二五”应用型规划教材·21世纪经济与管理应用型本科规划教材·工商管理系列：组织行为学,大中专教材教辅,大学教材,2012/7/20,F,F
11063608,21世纪全国高等院校汽车类创新型应用人才培养规划教材·新能源汽车专业规划教材：电动汽车测试与评价,大中专教材教辅,大学教材,2012/8/13,E,E
11069979,中国古代文体学研究丛书：诗文评的体性,文学,文学理论,2012/8/21,E,E
11069989,南宗正脉：画坛地理学,绘画,国画赏析,2012/8/21,F,E
11075158,普通高等教育“十二五”规划教材·21世纪法学规划教材：社会保障法学,大中专教材教辅,大学教材,2012/9/1,F,F
11076918,建筑十书,建筑,建筑史,2012/9/14,D,C
11086918,21世纪英语专业系列教材：全新高级英语视听（上）,大中专教材教辅,大学教材,2012/9/14,F,F
11091828,21世纪全国高职高专财经类能力本位型规划教材：国际贸易实务,大中专教材教辅,高职高专教材,2012/9/18,F,F
11091864,21世纪全国高等院校物流专业创新型应用人才培养规划教材：物流与供应链金融,大中专教材教辅,大学教材,2012/9/18,F,E
11110367,21世纪全国本科土木建筑类创新型应用人才培养规划教材：混凝土结构设计,大中专教材教辅,大学教材,2012/10/21,F,F
11114420,设计色彩,艺术,设计,2012/11/5,F,E
11125714,汉语作为外语教学丛书：汉语口语教学（附DVD－ROM光盘2张）,外语学习,对外汉语,2012/11/22,F,F
11140138,翰墨荟萃：细读美国藏中国五代宋元书画珍品,绘画,绘画理论,2012/12/10,F,E
11141780,从复兴门到复兴路,社会科学,教育,2012/12/15,F,F
11141785,诸子源流,哲学/宗教,中国哲学,2012/12/10,E,F
11163493,法老的咒语：探寻古埃及神秘的巫术与宗教,文化,世界各国文化,2013/1/12,F,F
11166803,北京大学中国画法研究院·丛芳文存：中国歙砚大观,历史,文物考古,2013/1/20,F,E
11179294,余英时的中国情怀（套装全4册）,文学,作品集,2013/4/3,F,E
11184195,短程心理咨询与督导实录·亲子教育篇,育儿/家教,亲子关系,2013/3/2,E,F
11184206,21世纪全国中等职业学校数学规划教材：初等数学（上）（第2版）,大中专教材教辅,中职中专教材,2013/3/2,E,E
11184207,普通高等教育“十二五”规划教材·全国高职高专规划教材·机械设计制造系列：变频技术及应用,大中专教材教辅,大学教材,2013/3/2,F,F
11203636,北京大学数学丛书：微分几何讲义（第2版）,大中专教材教辅,大学教材,2013/3/27,E,D
11204642,高等院校中文专业创新性学习系列教材：文学概论,大中专教材教辅,大学教材,2013/3/26,F,E
11210077,小学健康教育：4年级（下册）（第2版）,社会科学,教育,2013/3/31,F,E
11224624,丁丁中文教具：我的中文大挂图,童书,幼儿启蒙,2013/4/26,F,F
11225032,机械制造综合设计及实训/21世纪全国高职高专机电系列技能型规划教材,大中专教材教辅,高职高专教材,2013/4/27,F,F
11231875,北京高等教育精品教材·中央美术学院规划教材：空间展示设计（第2版）,大中专教材教辅,大学教材,2013/5/11,F,E
11231888,中外物理学精品书系：电磁场理论与计算方法要论,工业技术,电工电气,2013/5/11,E,E
11252503,水泵与水泵站技术/北大版·高职高专土建系列规划教材·21世纪全国高职高专土建立体化系列规划教材,大中专教材教辅,高职高专教材,2013/6/7,F,F
11255696,影视制作基础/21世纪新闻与传播学规划教材·广播电视学系列,大中专教材教辅,大学教材,2013/6/10,F,E
11265454,国际商务函电/21世纪全国高等院校财经管理系列实用规划教材,大中专教材教辅,大学教材,2013/6/29,F,F
11272199,移动商务与网络营销案例分析,管理,电子商务,2013/7/5,F,E
11272235,北大版新HSK应试辅导丛书·走进NEW HSK：新汉语水平考试全真模拟试题及题（1级）（附MP3光盘1张）,考试,汉语/小语种考试,2013/7/5,F,F
11272242,中国现代文学馆青年批评家丛书：风景的诱惑,文学,文学评论与研究,2013/7/5,F,F
11287777,博雅大学堂·文学：美学概论（第2版）,哲学/宗教,美学,2013/7/31,F,E
11300140,汉语语法指南（英文版）,外语学习,对外汉语,2013/8/16,F,E
11300142,胡适作品系列：胡适自述,传记,自传,2013/8/16,F,E
11300147,胡适作品系列·中国文艺复兴：胡适演讲集（1）,社会科学,社会科学丛书、文集、连续出版物,2013/8/16,F,F
11311129,高校文科通用教材：莎士比亚名篇赏析,大中专教材教辅,大学教材,2013/9/1,F,F
11320446,进出口商品通关/21世纪高职高专能力本位型系列规划教材·经济贸易系列,大中专教材教辅,高职高专教材,2013/9/14,F,F
11324131,服装营销/21世纪全国高职高专艺术设计系列技能型规划教材·浙江省“十一五”重点建设教材,大中专教材教辅,高职高专教材,2013/9/24,F,F
11324139,私募股权投资管理,金融与投资,投资,2013/9/24,E,D
11328388,证券投资学（第3版）,金融与投资,证券,2013/9/28,F,F
11331386,培文·电影：声音,艺术,影视,2013/10/10,F,E
11338294,科学素养文库·科学元典丛书：希尔伯特几何基础,科学与自然,数学,2013/10/19,E,D
11351966,电子技术与数字电路（第2版）/普通高等教育“十一五”国家级规划教材·北京高等教育精品教材,大中专教材教辅,大学教材,2013/11/10,F,F
11352262,日本小说家与郁达夫,传记,文学家,2013/11/10,F,F
11363201,水泵与水泵站/21世纪全国本科院校土木建筑类创新型应用人才培养规划教材,大中专教材教辅,大学教材,2013/11/29,F,F
11363963,变革：市场中的政府角色,经济,经济体制与改革,2013/11/29,F,F
11367190,商务谈判/21世纪高职高专能力本位型系列规划教材·经济贸易系列,大中专教材教辅,高职高专教材,2013/12/6,F,F
11378048,批评理论与文学研究丛书·全球化与文化政治：90年代中国与20世纪的终结,文化,文化理论,2013/12/21,F,E
11380513,美丽蔚州,旅游/地图,国内游,2013/12/28,F,F
11394842,全国高职高专计算机立体化系列规划教材：基于NET平台的企业应用开发,大中专教材教辅,高职高专教材,2014/1/18,F,F
11394843,土力学与基础工程/21世纪全国高职高专土建系列工学结合型规划教材,大中专教材教辅,高职高专教材,2014/1/18,F,F
11394856,大作家讲的小故事：神秘的访问,小说,世界名著,2014/1/18,F,F
11397002,市场营销学/21世纪公共管理学应用型本科规划教材·文秘系列·普通高等教育“十二一”规划教材,大中专教材教辅,大学教材,2014/1/23,F,F
11397009,为什么中国出不了乔布斯,社会科学,教育,2014/1/23,F,E
11403896,实用谈判技巧与现代礼仪/高等院校经济学管理学系列教材,大中专教材教辅,大学教材,2014/2/20,F,F
11407155,物联网概论,计算机与互联网,网络与通信,2014/2/22,E,E
11407163,无线通信原理,电子与通信,无线通信,2014/2/22,F,E
11412347,布热津斯基：美国的地缘战略大师,传记,军事人物,2014/3/1,E,E
11418593,胡适作品系列：南游杂忆,文学,中国文学,2014/3/8,F,F
11438785,论犯罪与刑罚,法律,理论法学,2014/4/9,D,D
11446829,美英报刊阅读教程（中级精选本 第四版）/普通高等教育“十一五”国家级规划教材,大中专教材教辅,大学教材,2014/4/18,E,F
11447141,《缪斯的花园》：早期现代英国札记书研究,文学,外国文学,2014/4/18,F,F
11463653,当代电影新势力：亚洲新电影大师研究,艺术,影视,2014/5/19,F,E
11478464,市场监管法律制度的改革与完善,法律,司法制度,2014/6/12,E,E
11485423,工程训练（第3版）,大中专教材教辅,大学教材,2014/6/25,F,F
11486064,1848年欧洲革命,政治/军事,世界政治,2014/6/26,F,F
11487027,做领导最好的左右手,励志与成功,人在职场,2014/6/26,F,F
11498805,会计法（第2版）/“十二五”普通高等教育本科国家级规划教材·21世纪法学系列教材·经济法系列,大中专教材教辅,大学教材,2014/7/11,E,E
11502216,经济法（第五版）/普通高等教育“十一五”国家级规划教材·面向21世纪课程教材,大中专教材教辅,大学教材,2014/7/19,F,D
11507931,名家通识讲座书系：美学十五讲（第二版）,哲学/宗教,美学,2014/7/25,E,E
11511820,数控加工编程与操作实训教程（数控车分册）,大中专教材教辅,大学教材,2014/8/2,F,F
11516487,建筑构造,大中专教材教辅,大学教材,2014/8/8,F,E
11520980,证据法要义（第二版）,大中专教材教辅,大学教材,2014/8/16,F,E
11533210,柏拉图的次优城邦：《礼法》导论、三联剧：《苏格拉底之后》,哲学/宗教,西方哲学,2014/8/30,E,E
11537727,一战史,历史,世界史,2014/9/11,F,E
11539936,泛函分析讲义（下册）,大中专教材教辅,大学教材,2014/9/13,E,D
11545116,金融市场与金融机构（第2版）,大中专教材教辅,大学教材,2014/9/19,E,E
11545732,国际经济法学刊(第21卷第2期)（2014）,法律,经济法,2014/9/19,F,F
11550150,SPSS基础分析教程,大中专教材教辅,大学教材,2014/9/27,F,E
11557799,钱玄同日记（整理本）（套装上中下册）,传记,文学家,2014/10/12,F,E
11557987,与社会学同游：人文主义的视角,社会科学,社会科学理论,2014/10/12,D,D
11564213,跨文化交际口语,大中专教材教辅,大学教材,2014/10/24,F,E
11564215,卓越的商务沟通（第10版）（英文影印版）,大中专教材教辅,大学教材,2014/10/24,F,F
11568521,国际商法：理论与实务/21世纪经济与管理精编教材·国际经济与贸易系列,大中专教材教辅,大学教材,2014/10/31,F,E
11582500,民商法论丛：比较法视野下的现代家庭财产关系规制与重构,法律,民法,2014/11/24,F,E
11621113,中外物理学精品书系：现代天体物理（下）,科学与自然,物理学,2015/1/19,E,E
11631742,北大讲座精华集（大学）,社会科学,教育,2015/1/24,F,F
11650760,中德私法研究（2014年·总第10卷）,法律,外国法律与港澳台法律,2015/2/8,E,E
11654205,如何临摹历代名家山水画（套装全3卷 附光盘 ）,绘画,国画赏析,2015/2/14,E,D
11654212,Legal Science 2014,法律,理论法学,2015/2/14,F,F
11659748,建筑材料与检测（第2版）,大中专教材教辅,高职高专教材,2015/3/10,F,F
11662943,英语辩论/21世纪英语专业系列教材,大中专教材教辅,大学教材,2015/3/19,F,E
11662946,物联网基础与应用/21世纪全国高等院校物流专业创新型应用人才培养规划教材,大中专教材教辅,大学教材,2015/3/19,F,F
11666007,北京大学经济学院中青年学者文库：中国代际核算体系的构建与社会保险制度改革研究,金融与投资,金融理论,2015/3/23,F,F
11685000,科学语言,社会科学,语言文字,2015/5/10,F,E
11688701,地方政府管理,大中专教材教辅,大学教材,2015/5/18,F,F
11703282,敦煌学十八讲,大中专教材教辅,大学教材,2015/6/15,E,E
11706916,语文学习心理学,大中专教材教辅,大学教材,2015/6/17,F,E
11767397,赢在自贸区2：经济新常态下的营商环境和产业机遇,经济,贸易经济,2015/9/18,F,E
11771307,《经济学原理（第7版）：微观经济学分册》学习手册,经济,经济学理论,2015/9/19,E,E
11780097,中国基层司法财政变迁实证研究（1949-2008）,法律,司法制度,2015/10/15,E,F
11794342,思想与方法：近代中国的文化政治与知识建构,文化,文化交流/文化产业,2015/11/5,E,E
11821455,学前教育政策与法规,社会科学,教育,2015/11/30,F,F
11821476,从文本到思想,哲学/宗教,哲学理论与流派,2015/11/29,F,E
11826126,中国民生发展报告2015,社会科学,社会生活与社会问题,2016/1/7,F,E
11842563,当代文学的世界语境及评价,文学,文学评论与研究,2015/12/27,F,F
11847137,2015年税务师职业资格考试应试指导及机考题库·税法(I),考试,注册税务师,2016/1/6,F,F
11860185,化工安全与环保(第二版),大中专教材教辅,高职高专教材,2016/1/23,F,E
11868142,热销：从“智造”到“智销”,管理,市场营销,2016/2/2,F,F
11868144,超常儿童的发展与教育（第二版）,大中专教材教辅,大学教材,2016/2/2,E,E
11876397,政府工具：新治理指南,政治/军事,政治理论,2016/2/25,E,E
11887226,政府预算管理（第二版）,大中专教材教辅,大学教材,2016/3/15,E,E
